2025-01-01,Physical CPUs,23 cpus,0.0000,0.0000
2025-01-01,Physical CPUs,24 cpus,0.0014,0.0221
2025-01-01,Physical CPUs,26 cpus,0.0000,0.0000
2025-01-01,Physical CPUs,28 cpus,0.0000,0.0001
2025-01-01,Physical CPUs,3 cpus,0.0000,0.0024
2025-01-01,Physical CPUs,30 cpus,0.0000,0.0000
2025-01-01,Physical CPUs,32 cpus,0.0000,0.0001
2025-01-01,Physical CPUs,36 cpus,0.0000,0.0000
2025-01-01,Physical CPUs,4 cpus,-0.0095,0.1653
2025-01-01,Physical CPUs,40 cpus,0.0000,0.0000
2025-01-01,Physical CPUs,44 cpus,0.0000,0.0000
2025-01-01,Physical CPUs,48 cpus,0.0000,0.0000
2025-01-01,Physical CPUs,5 cpus,0.0001,0.0007
2025-01-01,Physical CPUs,52 cpus,0.0000,0.0000
2025-01-01,Physical CPUs,56 cpus,0.0000,0.0000
2025-01-01,Physical CPUs,6 cpus,0.0037,0.3130
2025-01-01,Physical CPUs,64 cpus,0.0000,0.0000
2025-01-01,Physical CPUs,7 cpus,0.0000,0.0000
2025-01-01,Physical CPUs,72 cpus,0.0000,0.0000
2025-01-01,Physical CPUs,8 cpus,-0.0033,0.2242
2025-01-01,Physical CPUs,9 cpus,0.0000,0.0000
2025-01-01,Physical CPUs,96 cpus,0.0000,0.0000
2025-01-01,Primary Display Resolution,1280 x 1024,-0.0002,0.0028
2025-01-01,Primary Display Resolution,1280 x 720,-0.0001,0.0021
2025-01-01,Primary Display Resolution,1280 x 800,-0.0005,0.0031
2025-01-01,Primary Display Resolution,1360 x 768,-0.0004,0.0053
2025-01-01,Primary Display Resolution,1366 x 768,-0.0023,0.0282
2025-01-01,Primary Display Resolution,1440 x 900,-0.0008,0.0084
2025-01-01,Primary Display Resolution,1600 x 900,-0.0005,0.0086
2025-01-01,Primary Display Resolution,1680 x 1050,-0.0003,0.0054
2025-01-01,Primary Display Resolution,1920 x 1080,0.0011,0.5603
2025-01-01,Primary Display Resolution,1920 x 1200,-0.0002,0.0151
2025-01-01,Primary Display Resolution,2560 x 1080,-0.0004,0.0084
2025-01-01,Primary Display Resolution,2560 x 1440,0.0042,0.2006
2025-01-01,Primary Display Resolution,2560 x 1600,0.0028,0.0436
2025-01-01,Primary Display Resolution,2880 x 1800,0.0000,0.0039
2025-01-01,Primary Display Resolution,3440 x 1440,-0.0002,0.0260
2025-01-01,Primary Display Resolution,3840 x 2160,-0.0001,0.0408
2025-01-01,Primary Display Resolution,5120 x 1440,-0.0002,0.0034
2025-01-01,Primary Display Resolution,800 x 1280,-0.0008,0.0050
2025-01-01,Primary Display Resolution,Other,0.0011,0.0291
2025-01-01,System RAM,12 GB,-0.0017,0.0287
2025-01-01,System RAM,16 GB,0.0015,0.4472
2025-01-01,System RAM,24 GB,0.0000,0.0151
2025-01-01,System RAM,32 GB,0.0098,0.3321
2025-01-01,System RAM,4 GB,-0.0015,0.0200
2025-01-01,System RAM,48 GB,0.0000,0.0067
2025-01-01,System RAM,64 GB,-0.0006,0.0375
2025-01-01,System RAM,8 GB,-0.0074,0.0955
2025-01-01,System RAM,Less than 4 GB,-0.0001,0.0003
2025-01-01,System RAM,More than 64 GB,-0.0001,0.0042
2025-01-01,System RAM,Other,-0.0001,0.0126
2025-01-01,Total Hard Drive Space,10 GB to  99 GB,-0.0003,0.0021
2025-01-01,Total Hard Drive Space,100 GB to 249 GB,-0.0044,0.0537
2025-01-01,Total Hard Drive Space,250 GB to 499 GB,-0.0056,0.1767
2025-01-01,Total Hard Drive Space,500 GB to 749 GB,-0.0001,0.0274
2025-01-01,Total Hard Drive Space,750 GB to 999 GB,0.0009,0.1958
2025-01-01,Total Hard Drive Space,Above 1 TB,0.0095,0.5443
2025-01-01,Total Hard Drive Space,Less than 10 GB,0.0000,0.0000
2025-01-01,Total Hard Drive Space,Unspecified,0.0000,0.0000
2025-01-01,VR Headsets,Bigscreen Beyond,0.0003,0.0051
2025-01-01,VR Headsets,DPVR E4,0.0003,0.0007
2025-01-01,VR Headsets,HTC VIVE XR Elite,-0.0007,0.0032
2025-01-01,VR Headsets,HTC Vive,-0.0062,0.0320
2025-01-01,VR Headsets,HTC Vive Cosmos,-0.0002,0.0017
2025-01-01,VR Headsets,HTC Vive Pro,0.0002,0.0088
2025-01-01,VR Headsets,HTC Vive Pro 2,0.0005,0.0077
2025-01-01,VR Headsets,Iriun VR,-0.0001,0.0002
2025-01-01,VR Headsets,Meta Quest 3,0.0312,0.2326
2025-01-01,VR Headsets,Meta Quest 3S,0.0289,0.0485
2025-01-01,VR Headsets,Meta Quest Pro,0.0004,0.0076
2025-01-01,VR Headsets,Oculus Quest,-0.0004,0.0086
2025-01-01,VR Headsets,Oculus Quest 2,-0.0254,0.3167
2025-01-01,VR Headsets,Oculus Rift,-0.0037,0.0285
2025-01-01,VR Headsets,Oculus Rift DK2,-0.0001,0.0002
2025-01-01,VR Headsets,Oculus Rift S,-0.0081,0.0565
2025-01-01,VR Headsets,Other,0.0015,0.0147
2025-01-01,VR Headsets,Pico 4,0.0052,0.0304
2025-01-01,VR Headsets,Pico Neo 2,0.0001,0.0002
2025-01-01,VR Headsets,Pico Neo 3,0.0014,0.0057
2025-01-01,VR Headsets,Pimax HMD,0.0008,0.0053
2025-01-01,VR Headsets,Riftcat Vridge,-0.0003,0.0019
2025-01-01,VR Headsets,Sony PS VR2,0.0016,0.0189
2025-01-01,VR Headsets,Sony PlayStation VR,0.0000,0.0004
2025-01-01,VR Headsets,Steam users with VR Headsets,0.0015,0.0190
2025-01-01,VR Headsets,Valve Index HMD,-0.0230,0.1317
2025-01-01,VR Headsets,Varjo Aero,0.0001,0.0007
2025-01-01,VR Headsets,Windows Mixed Reality,-0.0036,0.0284
2025-01-01,VR Headsets,iVRy,-0.0007,0.0030
2025-01-01,VRAM,1 GB,-0.0041,0.0433
2025-01-01,VRAM,10 GB,-0.0016,0.0275
2025-01-01,VRAM,11 GB,-0.0008,0.0129
2025-01-01,VRAM,12 GB,0.0053,0.1933
2025-01-01,VRAM,16 GB,0.0006,0.0429
2025-01-01,VRAM,2 GB,0.0002,0.0434
2025-01-01,VRAM,24 GB,-0.0011,0.0244
2025-01-01,VRAM,3 GB,0.0002,0.0122
2025-01-01,VRAM,4 GB,-0.0029,0.0731
2025-01-01,VRAM,512 MB,-0.0001,0.0439
2025-01-01,VRAM,6 GB,-0.0013,0.1183
2025-01-01,VRAM,8 GB,0.0062,0.3576
2025-01-01,VRAM,Other,-0.0005,0.0072
2025-01-01,Video Card Description,AMD AMD Custom GPU 0405,-0.0009,0.0045
2025-01-01,Video Card Description,AMD Radeon (TM) Graphics,-0.0001,0.0024
2025-01-01,Video Card Description,AMD Radeon 780M Graphics,0.0001,0.0024
2025-01-01,Video Card Description,AMD Radeon Graphics,-0.0017,0.0200
2025-01-01,Video Card Description,AMD Radeon Graphics (RADV VANGOGH),-0.0003,0.0027
2025-01-01,Video Card Description,AMD Radeon RX 550,-0.0002,0.0026
2025-01-01,Video Card Description,AMD Radeon RX 5500 XT,-0.0002,0.0016
2025-01-01,Video Card Description,AMD Radeon RX 5600 XT,0.0000,0.0019
2025-01-01,Video Card Description,AMD Radeon RX 570,-0.0002,0.0048
2025-01-01,Video Card Description,AMD Radeon RX 5700 XT,-0.0003,0.0061
2025-01-01,Video Card Description,AMD Radeon RX 580,-0.0004,0.0071
2025-01-01,Video Card Description,AMD Radeon RX 580 2048SP,0.0003,0.0056
2025-01-01,Video Card Description,AMD Radeon RX 6500 XT,0.0001,0.0019
2025-01-01,Video Card Description,AMD Radeon RX 6600,0.0000,0.0081
2025-01-01,Video Card Description,AMD Radeon RX 6600 XT,0.0000,0.0037
2025-01-01,Video Card Description,AMD Radeon RX 6650 XT,0.0001,0.0032
2025-01-01,Video Card Description,AMD Radeon RX 6700 XT,-0.0003,0.0065
2025-01-01,Video Card Description,AMD Radeon RX 6750 GRE 10GB,0.0015,0.0015
2025-01-01,Video Card Description,AMD Radeon RX 6750 GRE 12GB,0.0000,0.0017
2025-01-01,Video Card Description,AMD Radeon RX 6750 XT,-0.0001,0.0034
2025-01-01,Video Card Description,AMD Radeon RX 6800,-0.0001,0.0022
2025-01-01,Video Card Description,AMD Radeon RX 6800 XT,-0.0001,0.0029
2025-01-01,Video Card Description,AMD Radeon RX 6900 XT,-0.0001,0.0020
2025-01-01,Video Card Description,AMD Radeon RX 7700 XT,0.0003,0.0019
2025-01-01,Video Card Description,AMD Radeon RX 7900 XTX,0.0000,0.0044
2025-01-01,Video Card Description,AMD Radeon Vega 3 Graphics,-0.0002,0.0025
2025-01-01,Video Card Description,AMD Radeon Vega 8 Graphics,-0.0004,0.0041
2025-01-01,Video Card Description,AMD Radeon(TM) Graphics,0.0007,0.0161
2025-01-01,Video Card Description,Intel HD Graphics 4000,-0.0001,0.0015
2025-01-01,Video Card Description,Intel HD Graphics 4600,-0.0001,0.0020
2025-01-01,Video Card Description,Intel HD Graphics 520,-0.0003,0.0023
2025-01-01,Video Card Description,Intel HD Graphics 620,-0.0003,0.0023
2025-01-01,Video Card Description,Intel Iris Xe Graphics,-0.0010,0.0190
2025-01-01,Video Card Description,Intel UHD Graphics 600,-0.0002,0.0018
2025-01-01,Video Card Description,Intel UHD Graphics 620,-0.0004,0.0045
2025-01-01,Video Card Description,Intel UHD Graphics 630,-0.0002,0.0032
2025-01-01,Video Card Description,Intel(R) Arc(TM) Graphics,0.0000,0.0020
2025-01-01,Video Card Description,Intel(R) UHD Graphics,-0.0010,0.0159
2025-01-01,Video Card Description,NVIDIA GeForce GT 1030,-0.0001,0.0031
2025-01-01,Video Card Description,NVIDIA GeForce GT 730,-0.0001,0.0020
2025-01-01,Video Card Description,NVIDIA GeForce GTX 1050,-0.0005,0.0087
2025-01-01,Video Card Description,NVIDIA GeForce GTX 1050 Ti,-0.0003,0.0184
2025-01-01,Video Card Description,NVIDIA GeForce GTX 1060,-0.0006,0.0247
2025-01-01,Video Card Description,NVIDIA GeForce GTX 1070,-0.0007,0.0095
2025-01-01,Video Card Description,NVIDIA GeForce GTX 1070 Ti,0.0001,0.0032
2025-01-01,Video Card Description,NVIDIA GeForce GTX 1080,-0.0004,0.0063
2025-01-01,Video Card Description,NVIDIA GeForce GTX 1080 Ti,-0.0002,0.0046
2025-01-01,Video Card Description,NVIDIA GeForce GTX 1650,-0.0016,0.0346
2025-01-01,Video Card Description,NVIDIA GeForce GTX 1650 SUPER,-0.0002,0.0039
2025-01-01,Video Card Description,NVIDIA GeForce GTX 1650 Ti,-0.0003,0.0054
2025-01-01,Video Card Description,NVIDIA GeForce GTX 1660,-0.0003,0.0071
2025-01-01,Video Card Description,NVIDIA GeForce GTX 1660 SUPER,0.0001,0.0184
2025-01-01,Video Card Description,NVIDIA GeForce GTX 1660 Ti,-0.0006,0.0126
2025-01-01,Video Card Description,NVIDIA GeForce GTX 750 Ti,0.0001,0.0026
2025-01-01,Video Card Description,NVIDIA GeForce GTX 960,-0.0001,0.0028
2025-01-01,Video Card Description,NVIDIA GeForce GTX 970,-0.0003,0.0032
2025-01-01,Video Card Description,NVIDIA GeForce RTX 2050,0.0002,0.0038
2025-01-01,Video Card Description,NVIDIA GeForce RTX 2060,0.0003,0.0269
2025-01-01,Video Card Description,NVIDIA GeForce RTX 2060 SUPER,0.0003,0.0105
2025-01-01,Video Card Description,NVIDIA GeForce RTX 2070,0.0000,0.0074
2025-01-01,Video Card Description,NVIDIA GeForce RTX 2070 SUPER,-0.0004,0.0101
2025-01-01,Video Card Description,NVIDIA GeForce RTX 2080,-0.0001,0.0034
2025-01-01,Video Card Description,NVIDIA GeForce RTX 2080 SUPER,-0.0002,0.0039
2025-01-01,Video Card Description,NVIDIA GeForce RTX 2080 Ti,-0.0001,0.0032
2025-01-01,Video Card Description,NVIDIA GeForce RTX 3050,0.0006,0.0283
2025-01-01,Video Card Description,NVIDIA GeForce RTX 3050 6GB Laptop GPU,0.0001,0.0028
2025-01-01,Video Card Description,NVIDIA GeForce RTX 3050 Laptop GPU,-0.0001,0.0054
2025-01-01,Video Card Description,NVIDIA GeForce RTX 3050 Ti,0.0000,0.0019
2025-01-01,Video Card Description,NVIDIA GeForce RTX 3050 Ti Laptop GPU,-0.0003,0.0083
2025-01-01,Video Card Description,NVIDIA GeForce RTX 3060,0.0021,0.0506
2025-01-01,Video Card Description,NVIDIA GeForce RTX 3060 Laptop GPU,0.0002,0.0272
2025-01-01,Video Card Description,NVIDIA GeForce RTX 3060 Ti,0.0009,0.0305
2025-01-01,Video Card Description,NVIDIA GeForce RTX 3070,-0.0003,0.0285
2025-01-01,Video Card Description,NVIDIA GeForce RTX 3070 Laptop GPU,-0.0002,0.0062
2025-01-01,Video Card Description,NVIDIA GeForce RTX 3070 Ti,0.0001,0.0128
2025-01-01,Video Card Description,NVIDIA GeForce RTX 3070 Ti Laptop GPU,0.0000,0.0031
2025-01-01,Video Card Description,NVIDIA GeForce RTX 3080,-0.0007,0.0187
2025-01-01,Video Card Description,NVIDIA GeForce RTX 3080 Ti,0.0000,0.0070
2025-01-01,Video Card Description,NVIDIA GeForce RTX 3090,-0.0003,0.0049
2025-01-01,Video Card Description,NVIDIA GeForce RTX 4050 Laptop GPU,0.0008,0.0118
2025-01-01,Video Card Description,NVIDIA GeForce RTX 4060,0.0056,0.0446
2025-01-01,Video Card Description,NVIDIA GeForce RTX 4060 Laptop GPU,0.0042,0.0446
2025-01-01,Video Card Description,NVIDIA GeForce RTX 4060 Ti,0.0019,0.0333
2025-01-01,Video Card Description,NVIDIA GeForce RTX 4070,0.0016,0.0281
2025-01-01,Video Card Description,NVIDIA GeForce RTX 4070 Laptop GPU,0.0007,0.0105
2025-01-01,Video Card Description,NVIDIA GeForce RTX 4070 SUPER,0.0015,0.0193
2025-01-01,Video Card Description,NVIDIA GeForce RTX 4070 Ti,0.0004,0.0115
2025-01-01,Video Card Description,NVIDIA GeForce RTX 4070 Ti SUPER,0.0011,0.0078
2025-01-01,Video Card Description,NVIDIA GeForce RTX 4080,-0.0002,0.0072
2025-01-01,Video Card Description,NVIDIA GeForce RTX 4080 Laptop GPU,0.0001,0.0022
2025-01-01,Video Card Description,NVIDIA GeForce RTX 4080 SUPER,0.0002,0.0080
2025-01-01,Video Card Description,NVIDIA GeForce RTX 4090,0.0000,0.0096
2025-01-01,Video Card Description,NVIDIA GeForce RTX T10-8,-0.0002,0.0015
2025-01-01,Video Card Description,Other,-0.0035,0.0896
2025-01-01,Video Card Description,,-0.0017,0.0112
2025-02-01,Free Hard Drive Space,1 TB to 2 TB,0.0148,0.1126
2025-02-01,Free Hard Drive Space,10 GB to  99 GB,-0.0390,0.1137
2025-02-01,Free Hard Drive Space,100 GB to 249 GB,-0.0458,0.1803
2025-02-01,Free Hard Drive Space,2 TB to 3 TB,0.0222,0.0489
2025-02-01,Free Hard Drive Space,250 GB to 499 GB,-0.0350,0.1845
2025-02-01,Free Hard Drive Space,3 TB to 4 TB,0.0195,0.0395
2025-02-01,Free Hard Drive Space,500 GB to 749 GB,-0.0109,0.0994
2025-02-01,Free Hard Drive Space,750 GB to 999 GB,-0.0107,0.0796
2025-02-01,Free Hard Drive Space,Above 4 TB,0.0875,0.1357
2025-02-01,Free Hard Drive Space,Less than 10 GB,-0.0025,0.0058
2025-02-01,Free Hard Drive Space,Unspecified,0.0000,0.0000
2025-02-01,Intel CPU Speeds,1.4 Ghz to 1.49 Ghz,-0.0005,0.0010
2025-02-01,Intel CPU Speeds,1.5 Ghz to 1.69 Ghz,-0.0004,0.0014
2025-02-01,Intel CPU Speeds,1.7 Ghz to 1.99 Ghz,-0.0034,0.0079
2025-02-01,Intel CPU Speeds,2.0 Ghz to 2.29 Ghz,0.0200,0.0594
2025-02-01,Intel CPU Speeds,2.3 Ghz to 2.69 Ghz,0.0270,0.2534
2025-02-01,Intel CPU Speeds,2.7 Ghz to 2.99 Ghz,0.0271,0.1375
2025-02-01,Intel CPU Speeds,3.0 Ghz to 3.29 Ghz,-0.0098,0.0447
2025-02-01,Intel CPU Speeds,3.3 Ghz to 3.69 Ghz,0.0011,0.1450
2025-02-01,Intel CPU Speeds,3.7 Ghz and above,-0.0040,0.0208
2025-02-01,Intel CPU Speeds,Below 1.4 Ghz,-0.0023,0.0055
2025-02-01,Intel CPU Speeds,Unspecified,-0.0009,0.0019
2025-02-01,Language,Arabic,0.0000,0.0000
2025-02-01,Language,Bulgarian,-0.0002,0.0003
2025-02-01,Language,Czech,-0.0016,0.0039
2025-02-01,Language,Danish,-0.0007,0.0016
2025-02-01,Language,Dutch,-0.0008,0.0018
2025-02-01,Language,English,-0.1018,0.2379
2025-02-01,Language,Finnish,-0.0005,0.0011
2025-02-01,Language,French,-0.0065,0.0158
2025-02-01,Language,German,-0.0084,0.0204
2025-02-01,Language,Greek,-0.0002,0.0004
2025-02-01,Language,Hungarian,-0.0011,0.0027
2025-02-01,Language,Indonesian,-0.0004,0.0008
2025-02-01,Language,Italian,-0.0019,0.0042
2025-02-01,Language,Japanese,-0.0068,0.0201
2025-02-01,Language,Korean,-0.0081,0.0114
2025-02-01,Language,Norwegian,-0.0004,0.0008
